49.514624861259385, 56, 56, 4
48.40487497395938, 47, 47, 3
48.122599708959385, 38, 38, 2
47.6647200915525, 28, 28, 5
46.70839890989977, 9, 9, 3
46.3003605909558, 0, 0, 2
47.261078519346974, 23, 23, 2
96.79026640392577, 89, 89, 5
96.25427059405911, 76, 76, 4
94.62304070293229, 46, 46, 6
95.22388248567113, 53, 53, 5
95.7170414540591, 70, 70, 4
94.60128973519743, 38, 38, 5
98.44083110298047, 100, 100, 6
94.05064649953496, 28, 28, 6
90.65966184362426, 20, 20, 7
101.10236775391382, 104, 104, 7
96.52758662599396, 78, 78, 5
142.99326118013565, 80, 80, 9
141.4643738351192, 54, 54, 7
140.80705056889676, 43, 43, 8
141.90845023283583, 62, 62, 7
144.62721986794418, 101, 101, 7
143.60447248345858, 88, 88, 7
144.12418037780174, 98, 98, 8
143.2242904485319, 82, 82, 9
142.35738464389857, 74, 74, 7
137.1386509691821, 41, 32.292362217770346, 7
145.742312787385, 114, 109.98880273118624, 9
147.22547414987977, 119, 119, 10
146.85921391444646, 117, 117, 10
148.6575701300131, 121, 121, 10
140.6410483782837, 35, 35, 8
187.9637587763371, 45, 45, 7
188.75099352263547, 63, 60.78344908709764, 13
189.7846358220199, 88, 88, 9
190.91605215123158, 100, 100, 10
190.32412012978983, 97, 97, 10
189.43860129135652, 80, 80, 8
199.27729625415424, 151, 148.78344908709764, 13
191.2280356769334, 111, 111, 9
191.35913294528376, 125, 122.78344908709764, 10
192.59194220167393, 145, 142.78344908709764, 12
191.81058251719884, 128, 125.78344908709764, 11
193.40142236588378, 149, 146.78344908709764, 12
192.1771970743171, 142, 139.78344908709764, 12
200.84882063615422, 157, 154.78344908709764, 15
192.58829712600726, 144, 141.78344908709764, 12
183.96667390087563, 46, 31, 8
181.32081971784802, 16, 16, 11
245.50732273397875, 172, 167.94568392987892, 19
244.9091355633121, 168, 163.94568392987892, 18
240.41773667075586, 154, 149.94568392987892, 15
243.49208319744793, 164, 159.94568392987892, 17
241.37225160875585, 157, 152.94568392987892, 16
240.17338844278936, 149, 144.94568392987892, 15
238.9125790114109, 132, 129.78344908709764, 14
238.27116187928758, 129, 126.78344908709764, 13
236.4192643947152, 81, 78.78344908709764, 11
237.24067185488832, 109, 96.78344908709764, 15
236.58274938762796, 94, 91.78344908709764, 13
237.76478007045318, 106, 103.78344908709764, 14
238.10819336016058, 118, 115.78344908709764, 14
229.70893397043452, 31, 31, 13
235.64106450874093, 65, 63.16223484278129, 15
235.32090189942343, 54, 54, 12
234.54633808216352, 47, 47, 14
233.79761600967885, 32, 32, 10
289.2023909774877, 178, 173.98880273118624, 19
288.06058095627617, 175, 170.98880273118624, 19
283.61146613557236, 101, 92.98880273118624, 15
286.6058577494418, 160, 155.98880273118624, 17
285.5380870275305, 144, 139.98880273118624, 16
288.334367603008, 177, 172.98880273118624, 18
284.49754152684096, 123, 114.98880273118624, 15
284.78054893677916, 118, 118, 18
285.5121950832818, 131, 131, 19
282.830195765724, 71, 71, 17
282.3715899834731, 59, 59, 15
283.3782864873408, 77, 77, 18
284.2618213859553, 100, 100, 17
285.8676394337265, 147, 141.15103757396753, 16
274.5140679007349, 60, 49, 14
281.429798120871, 55, 55, 13
278.7424735794482, 66, 51, 13
334.5761375791518, 181, 161.77225181828388, 17
329.31828540098167, 63, 61.16223484278129, 19
330.37673798463555, 102, 100.16223484278129, 19
341.71468206299255, 221, 197.72185927919952, 22
336.5101561126593, 189, 169.77225181828388, 19
320.32177596739837, 60, 60, 10
332.7219717383781, 170, 150.77225181828388, 17
338.188915649763, 208, 184.72185927919952, 22
332.2789103835586, 138, 133.98880273118624, 18
340.4782246311963, 216, 192.72185927919952, 22
337.86252209059256, 191, 171.77225181828388, 20
332.08505802043953, 139, 123.78344908709764, 15
341.2781030539926, 218, 194.72185927919952, 21
342.47709306781877, 211, 200.72185927919952, 22
330.9348083636156, 135, 115.77225181828388, 20
317.18535001398936, 29, 29, 15